id,board,black_score,best_move
17597,r3k2r/p2b1ppp/4nn2/1pb1p1B1/2p1P3/N1P2PPN/PP3RBP/R5K1 b kq - 4 15,346.0,e6g5
37307,b1r5/6bk/1nq1Q1p1/p1p1p1B1/P7/2P2PP1/7P/1R1R2K1 b - - 2 30,631.0,c6e6
57006,8/5p2/5kp1/3Rp2P/3b4/6P1/2r1B1K1/8 b - - 6 53,483.0,c2e2
53759,5k2/6R1/6p1/p1p1B3/P5q1/8/3K2b1/8 w - - 4 49,617.0,g7c7
72413,8/6k1/8/4K3/4bP2/2R5/8/8 w - - 11 84,-1309.0,e5e4
33749,3Rr3/p4k2/b1p2p1p/2r1p1p1/P3P2P/5P2/2P2RP1/B5K1 b - - 1 27,541.0,e8d8
81103,8/8/8/5K2/B7/8/8/2b3k1 w - - 123 136,0.0,f5e5
68232,8/8/8/8/2k5/3r4/5K2/4R3 w - - 27 73,0.0,e1e4
81869,8/8/8/1r1k4/K7/8/8/8 w - - 46 151,0.0,a4b5
35141,r4rk1/1p1B4/6pp/p2p1p2/P2P3b/2P5/1P6/2R2RK1 b - - 1 28,332.0,a8d8
46498,8/R1r2p2/p4kp1/p4r1p/R6P/5P2/6PK/8 w - - 3 40,-541.0,a7c7
55350,4r3/8/7k/p6P/8/2n5/2BK4/1R6 w - - 2 51,-42.0,b1b6
36151,4r3/p4k2/b1p2p1p/4p1p1/r3P2P/2B2P1K/2P2RP1/3R4 b - - 1 29,64.0,a6c8
72983,8/6R1/3k4/3P2p1/7p/8/5KB1/8 b - - 8 85,-808.0,h4h3
6855,r1bqkb1r/1ppn1p1p/5np1/p1Ppp3/1P2P3/P7/1B1P1PPP/RN1QKBNR b KQkq - 0 7,256.0,f6e4
53454,B7/8/1p6/p4pk1/PP1P1bpp/2P5/8/5K2 b - - 3 48,479.0,f4d2
902,rnbqkbnr/ppp1ppp1/8/3p3p/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,-72.0,e2e4
9695,r1b1kb1r/pp3ppp/8/2p1p2n/3nP3/N5PN/PPP2PBP/R1BR2K1 w kq - 3 10,-58.0,f2f3
25470,2rr2k1/pq3ppp/1p3n2/8/Q7/2P5/PB3PPP/1R2R1K1 w - - 4 21,9.0,c3c4
5971,rnb1kb1r/1p2pppp/p4n2/q1pP4/4pB1P/2N5/PPP2PP1/R2QKBNR w KQkq - 2 7,44.0,d1d2
1881,rnb1kbnr/ppq1pppp/8/2pp4/8/3P2PN/PPP1PP1P/RNBQKB1R w KQkq - 1 4,-8.0,h3f4
15928,r2qk2r/2p2bp1/p4n2/2bp2Bp/Pp1n4/1Q5P/1PPNPPB1/R3K1NR w KQkq - 4 14,105.0,b3d3
76981,8/2b5/8/8/4B3/5K1k/8/8 b - - 48 98,0.0,h3h2
67957,8/R1b5/5k2/5p2/8/2r1pKP1/8/5B2 b - - 9 72,26.0,c7g3
70866,8/8/8/5Kn1/3k4/8/2B5/8 b - - 48 79,0.0,g5e4
47255,8/7B/4k3/p5p1/2p3K1/2P2P2/P2b1P2/8 w - - 7 41,-6.0,h7g8
6029,rnbqk2r/ppp2pbp/4p1pn/8/2PP1P2/N4N2/PP1P2PP/R1BQKB1R w KQkq - 2 7,27.0,a3c2
72885,8/6k1/3K4/5P2/8/2R5/b7/8 b - - 2 85,-29.0,g7f6
23481,r5k1/pp3p1p/6p1/q1Pp1b2/4Q3/1P2P1P1/Pb2NP1P/3R1K1R b - - 1 19,619.0,f5e4
68372,6r1/8/p7/7P/k6K/p5R1/8/8 b - - 31 73,758.0,g8g3
16266,r3k2r/1pp1bppp/p7/3n4/5Bb1/2P2N2/PP3PPP/R3KB1R b KQkq - 2 14,524.0,d5f4
26279,r4rk1/1p1b2p1/3bp2p/p2pBp2/P1BPn2P/1qP2PP1/1P1N4/R4RK1 b - - 1 21,691.0,b3b2
54315,4r3/7R/2p2k2/7p/P5r1/3K2R1/8/8 b - - 13 49,566.0,g4g3
12614,r2q1rk1/pp3pp1/2n2n1p/2bp4/N4Bb1/5NP1/PP2PPBP/R2Q1RK1 w - - 4 12,-514.0,a4c5
12821,r1b2rk1/pp3ppp/2n2n2/3q4/1bB4Q/2N2N2/PP3PPP/R1B2RK1 w - - 3 12,-672.0,c3d5
45662,6r1/3R1Qbk/2b3p1/p1p3B1/P3P1P1/6q1/4K3/8 w - - 1 39,502.0,d7c7
33783,b1r3k1/5Qb1/1nq3pp/p1p1p1N1/P7/2P1B1P1/5P1P/1R1R2K1 b - - 0 27,110.0,g8h8
15355,r4rk1/1b2qppp/np1ppn2/p3N3/QpPP4/P3P3/1P1NBPPP/R4RK1 b - - 1 13,554.0,d6e5
62236,8/3K4/8/8/3k4/1Bn5/8/8 b - - 12 61,0.0,d4e5
31011,1r3k1r/R4p1p/5bp1/p2Bp3/8/P6P/5PP1/3R2K1 w - - 0 25,-563.0,a7f7
27186,r3r1k1/pb3p1p/3q2p1/1p1p1p2/2PQ1P1P/5N2/PP4P1/3RR1K1 w - - 0 22,-109.0,c4c5
21483,r4rk1/4qbp1/p1p1nn2/2bp2Bp/Pp6/3QPN1P/1PPN1PB1/2KR3R w - - 1 18,8.0,g5h4
46807,8/1k5p/5p2/4nR2/1p6/5NP1/1r5P/5K2 b - - 1 40,270.0,b4b3
2533,rnbqkbnr/pp2pppp/7B/2p5/3Pp3/2N5/PPP2PPP/R2QKBNR b KQkq - 1 4,466.0,c5d4
26041,1rb5/1p2kpp1/p3p3/4r3/3R4/4P3/PPP3BP/2KR4 b - - 1 21,75.0,e5e3
74580,2R5/1N6/1k6/8/3K4/8/8/r7 b - - 46 90,0.0,a1d1
25867,r2q3k/1pp2rbn/4b3/pPPp1p2/3P2Pp/P1N1PB2/6P1/1RBQ1RK1 w - - 1 21,-167.0,g4f5
28605,1n3rk1/r3qp1p/1pbp4/p5p1/2PP1N2/P2BP3/2Q3PP/1R2R1K1 w - - 0 23,-398.0,d3h7
4415,rnbqk1nr/pp3pbp/6p1/2ppp3/3P4/4PN1P/PPP1BPP1/RNBQK2R w KQkq - 0 6,-106.0,f3e5
14969,2kr1b1r/p1p2pp1/2p2n2/3p1b1p/3P4/BPN2PP1/P1P4P/R2K2NR b - - 4 13,597.0,f8a3
60282,8/3r1k2/3P4/5p2/5P2/R6p/6bK/4R3 b - - 2 58,-40.0,d7d6
21572,2kr1b1r/pp4pp/2n4q/1B2p3/4p3/1QP5/PP1N2PP/2KRR3 w - - 2 18,-75.0,b5c6
72717,6k1/8/8/4KP2/8/2R5/8/1b6 w - - 1 85,-630.0,e5f6
10033,r1bqk2r/pp2bpp1/2n1p2p/3pB2n/2pP4/2PBPN2/PP1N1PPP/R2QK2R w KQkq - 0 10,-34.0,d3c2
35294,1k1r1R2/1p4p1/p6p/6b1/8/2P1N3/PP2K1PP/8 b - - 3 28,581.0,d8f8
73299,8/5r2/8/2N5/4R1K1/8/2k5/8 w - - 73 87,0.0,e4e3
8230,r1b1kbnr/pp3ppp/2n5/2p1p3/4P3/6PN/PPP2PBP/RNBR2K1 w kq - 1 9,-51.0,b1a3
54656,8/3R1pk1/6p1/8/3bp2P/2r3P1/4B1K1/8 w - - 0 50,-169.0,d7d4
59738,8/6k1/R2r3p/5ppP/2PPB1b1/P1K5/8/8 b - - 3 57,486.0,d6a6
17292,r4k1r/pp2ppbp/5np1/1B6/q7/P1N2Q1P/1P3PP1/R4RK1 w - - 4 15,-725.0,b5a4
449,rnbqkb1r/pppppppp/5n2/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,-18.0,c7c5
30868,2r3k1/p2Q1p2/1p3n1p/6p1/8/2Pr3P/PB3PP1/1R2R1K1 w - - 0 25,-967.0,d7c8
81187,8/5B2/8/5K2/8/b7/5k2/8 b - - 126 137,0.0,a3c1
33093,1r4k1/5pp1/pp5p/3b4/1P2B1P1/P1R1P2P/3r1P2/5RK1 w - - 2 27,-173.0,e4d5
40829,6k1/p6p/8/1p1p1pp1/1R2b3/1P2P1PP/r4P2/3R2K1 b - - 0 33,-45.0,a7a6
26790,r2r4/p2bpk1p/2p2p2/2P3p1/P7/2B1PP1P/2P2RP1/1R4K1 w - - 1 22,-57.0,f2d2
261,rnbqkb1r/pppppppp/5n2/8/7P/8/PPPPPPP1/RNBQKBNR w KQkq - 1 2,32.0,c2c4
30955,r5k1/ppq2p1p/6p1/3p4/3R3Q/bP2P1P1/P1b1NP1P/4R1K1 w - - 10 25,-347.0,d4d5
76085,8/4K2k/bR3P2/8/8/8/8/8 b - - 2 95,-1903.0,h7g6
62882,1R6/5b2/3N4/2k5/8/p6r/3K4/8 b - - 1 62,513.0,c5d6
78001,8/k7/2RNK3/8/8/8/8/1r6 w - - 69 102,-5.0,e6d7
8690,r1bqkbnr/n1p2pp1/p7/1p1p2Pp/8/1Q5P/PPP1PPB1/RNB1K1NR w KQkq - 2 9,-289.0,g2d5
56318,8/7k/p1N4p/Pp1r1p1P/3PrP2/8/2PK4/4R3 b - - 0 52,332.0,e4e1
57068,8/8/2b5/5R2/pkP2P2/7r/3N1K2/8 b - - 6 53,421.0,a4a3
4665,rnbqkb1r/1p2pppp/5n2/p1pP4/4p2P/2N5/PPP2PP1/R1BQKBNR w KQkq - 0 6,-100.0,h4h5
6849,r1bqkb1r/1ppn1p1p/5np1/p1Ppp3/1P6/P3P3/1B1P1PPP/RNQ1KBNR b KQkq - 1 7,70.0,f8g7
80535,R7/5K2/8/8/8/8/8/1rk5 b - - 102 124,0.0,b1a1
13850,r1bq1rk1/ppp2pbp/4p1pn/8/2PPBP2/5N2/PPQ3PP/R1B1K2R b KQ - 2 12,66.0,h6f5
42256,b5r1/3R1Qbk/6p1/p1p1p1B1/P7/5PP1/4K2P/4q3 w - - 2 35,-651.0,e2e1
66648,8/3N4/3k4/8/8/5K2/3r4/4R3 w - - 39 70,1.0,f3e4
59692,8/2R5/7k/8/1r5p/8/4K3/8 b - - 5 57,2.0,h4h3
25216,rn2k3/1p3pQ1/3pb3/2q5/p5P1/1P3NP1/2PK4/R4B2 b q - 0 20,70.0,c5d5
22868,r4k1r/pp3pbp/1q2p1p1/3R4/2B5/P4Q1P/1P3PP1/R5K1 w - - 0 19,-459.0,d5d7
46637,8/3Rr1R1/2p1k3/7p/P3p3/1P2K3/1P3r2/8 w - - 2 40,-810.0,g7e7
2497,rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N2N2/PPQPPPPP/R1B1KB1R b KQkq - 1 4,17.0,f8e7
38287,3r4/1pk2p2/2np4/1Bqb2P1/P4Q2/2P1RN2/3K2P1/8 w - - 3 31,-57.0,b5c6
7597,r1b1kb1r/pp3ppp/2n2n2/2p1p3/4P3/6PN/PPPN1PBP/R1Bq1RK1 b kq - 1 8,831.0,d1h5
16743,r4rk1/1b2qppp/np1p1n2/p3p3/1pPP4/PQ1NP3/1P1N1PPP/R2B1RK1 b - - 1 14,-9.0,f6e4
8225,r3kb1r/pp3ppp/2n1bn2/2p1p3/4P3/6PN/PPP2PBP/RNBR2K1 w kq - 1 9,5.0,h3g5
13377,r1b1kb1r/1p1n1ppp/p3p3/8/4N3/PN2n1P1/1PP2P1P/2KR1B1R b kq - 0 12,554.0,e3d1
6569,rnbqk2r/pp2bpp1/4pn1p/2Pp4/5B2/2P1PN2/PP3PPP/RN1QKB1R b KQkq - 0 7,27.0,e7c5
33630,1k1r4/3r1ppp/p7/1p1bnN2/2p5/1PPB2P1/P2R3P/5RK1 b - - 3 27,616.0,c4d3
79662,2K5/k7/R2N4/7r/8/8/8/8 b - - 92 113,25.0,a7a6
35750,2r3k1/pp5p/8/2qp1pp1/3R4/bP1NP1P1/P3QPbP/4R1K1 w - - 2 29,-598.0,d3c5
63304,8/8/8/3r4/5k2/8/6K1/4R3 b - - 46 63,0.0,d5g5
49592,8/3R1pk1/4p1p1/8/Br1b3p/7P/5PP1/5K2 b - - 13 43,538.0,b4a4
13908,r4rk1/1b1pqppp/np2pn2/p7/1pPP2N1/PQ2P3/1P2BPPP/RN3RK1 b - - 8 12,30.0,f6g4
70674,3b4/8/6P1/5pk1/8/3BpK2/8/8 w - - 3 79,-727.0,g6g7
17178,r3k2r/p3bppp/1pq1b3/2p1R3/3p4/1P1P2P1/P1PN1P1P/R1BQ2K1 w kq - 0 15,84.0,d1f3
31306,1rb1k3/1p3pp1/p1R1p3/8/8/5B2/PPP2r1P/2KR4 b - - 7 25,531.0,b7c6
16379,r2q1rk1/pp3ppp/2n2n2/8/8/2PB1bQ1/P4PPP/R1B2RK1 b - - 1 14,577.0,d8d3
18127,2kr1b1r/pp3ppp/2n3q1/4p3/8/1QP1n3/PP1NBPPP/2KR3R b - - 1 15,565.0,e3d1
68290,5N1r/8/8/3k4/5K2/8/8/4R3 b - - 46 73,16.0,d5c4
9804,rnbqk2r/1pp1bppp/p4n2/3N4/4PQ2/5N2/PPP2PPP/R1B1KB1R w KQkq - 1 10,-516.0,d5c7
41301,5rk1/p5b1/4r1pp/Pp3Q1P/2ppN3/1P1P1P2/2PB2K1/7R w - - 0 34,-1106.0,f5e6
14557,2k2b1r/pp1rpppp/2n5/3n4/6q1/1QP1B3/PP1NBPPP/R3K2R w KQ - 8 13,-660.0,e2g4
14485,r3k2r/1p2bp2/p1n1Nnpp/2p5/4p2P/2N1B3/PPP2PP1/3RKB1R w Kkq - 0 13,-551.0,e6c7
18699,r3k2r/1p2b1p1/p3pn1p/2p5/4p2P/2N1B1P1/PP2KPB1/3Rn2R w kq - 2 16,-513.0,h1e1
76853,7Q/6K1/8/8/8/8/1k5r/8 w - - 1 98,-660.0,h8h2
56433,3r4/3b1pk1/R2p3p/6pP/2PPR1P1/P1KB4/1r6/8 b - - 6 52,-121.0,d8b8
18093,r1bqr1k1/ppp2pbp/6p1/3P1p2/2P2P2/4BN2/PP4PP/R2Q1RK1 b - - 0 15,555.0,e8e3
79558,8/2b4B/8/8/6K1/8/5k2/8 w - - 77 113,0.0,h7d3
28623,1r1q3k/1pp3bn/4b3/pPPp4/3P2Bp/P1N1P3/6P1/1RBQ1K2 w - - 1 23,-175.0,b1b2
76406,5R2/4K3/b5k1/8/1R6/8/8/8 b - - 0 96,-817.0,a6e2
33118,1r2k3/1pRb1pp1/4p3/p7/2P5/8/PP3r1P/2KR3B w - - 1 27,-291.0,c7d7
42961,3r4/1b1nrpk1/1p1p2pp/p7/2PPPKPP/P1NB4/1R6/5R2 b - - 2 35,-152.0,d8e8
71644,1Rb5/4k3/8/3P2p1/7p/8/5K2/5B2 b - - 1 81,-411.0,c8f5
9941,rn1q1rk1/pp3ppp/5n2/2p2b2/1bBP4/2N2N2/PP3PPP/R1BQ1RK1 w - - 3 10,-42.0,d4c5
78751,5R2/8/8/8/4K1k1/8/8/r7 b - - 66 106,0.0,a1e1
21408,r5k1/pp3p1p/2pp2p1/q1P2b2/2P4Q/1P2P1P1/P3NP1P/b2R1K1R w - - 2 18,-458.0,e3e4
36792,2r3k1/pR3pp1/7p/p4r2/8/7P/5PP1/4R1K1 w - - 2 30,42.0,b7a7
15710,2kr1b1r/p1p2p2/2p2n2/3p1bpp/3P4/1PN2PP1/P1P1N2P/R1BK3R w - - 0 14,-113.0,c1g5
71971,2R5/8/3k4/3P2p1/7p/7B/5K2/8 b - - 2 82,-610.0,d6d5
43522,r7/1p6/1kBp1p2/6P1/b4Q2/q1PNR3/3K2P1/8 w - - 0 36,-557.0,c6d5
23205,r1b5/1p2kpp1/p3p3/N3n2r/3R4/4P3/PPP3BP/3K3R b - - 6 19,120.0,a8b8
73989,8/8/8/2N5/4R1K1/8/8/3k1r2 w - - 77 89,4.0,g4g3
42733,1R6/p3rk2/2b2p1p/B1p1p3/2r1P2p/2PR1P2/6PK/8 b - - 3 35,27.0,c4a4
56716,4r3/7k/r1R5/7p/8/3K4/8/2R5 w - - 3 53,-405.0,c6a6
44735,3r4/1b1nrpk1/1p1p2pp/p7/2PPP1PP/P1NBK3/3R4/1R6 b - - 6 37,-149.0,d7f6
34796,r7/1p3p2/1knpb3/qB6/P5PQ/2P2N2/3K2P1/4R3 w - - 7 28,-135.0,f3g5
68748,R7/2Pb4/P4r1k/3P3p/6p1/2K2p2/8/5B2 w - - 0 74,-644.0,a6a7
5847,r1bqkb1r/pp3ppp/2n5/2ppp3/4P1n1/3P1NP1/PPP2PBP/RNBQ1RK1 w kq - 1 7,-255.0,e4d5
6981,rn2kb1r/pp1bpppp/5n2/8/3Np3/2N1B3/PPP2PPP/R3KB1R w KQkq - 1 8,-125.0,d4b5
64682,8/7r/p7/k5KP/8/p3R3/8/8 w - - 16 66,-15.0,e3a3
36157,4r3/p4k2/b1p2p1p/4p1p1/r3P2P/2B2P2/2P3PK/3R1R2 b - - 1 29,487.0,a6f1
59000,8/2R5/7k/8/6rp/8/3K4/8 b - - 3 56,17.0,h4h3
12239,r1bqr1k1/pp1n1pbp/2pp1np1/8/2PPp3/1PN1PPP1/PBQ1N1BP/R3K2R b KQ - 0 11,174.0,e4f3
18361,2kr3r/1pp1bppp/p3b3/3n4/2B5/2P2N2/PP3PPP/R1B2RK1 w - - 5 16,-52.0,f1e1
37187,1k6/5pNp/p7/1p1rn3/5R2/1pP3P1/P6P/6K1 b - - 1 30,650.0,d5d1
59448,7R/1p1b4/3k4/3p1r2/6P1/5N2/5K2/8 w - - 1 57,-335.0,h8h6
31345,2kr4/1pp2p1p/p4r2/6p1/4Rb2/1BP2P2/PP3P1P/3R3K b - - 3 25,98.0,d8d1
76419,8/7B/3b4/4k3/8/8/6K1/8 b - - 32 96,3.0,e5f4
26697,1r2r1k1/1p3pp1/p6p/3Qq3/4b3/P1R1P1PP/1P3PB1/5RK1 w - - 1 22,-221.0,d5e5
43911,R7/kp6/p2r1p1p/8/7P/1KP3P1/PP6/8 b - - 3 36,603.0,a7a8
41942,1r2bk2/6p1/B1p5/7p/P2Rpr2/1P6/1P1K1P2/6R1 b - - 2 34,181.0,b8b3
71675,4R3/8/3k4/8/8/1r6/5K2/8 w - - 83 82,0.0,e8e1
78278,6r1/k3K3/3N4/8/2R5/8/8/8 b - - 72 103,0.0,a7b6
81507,8/8/2K5/8/8/b7/4Bk2/8 b - - 138 143,0.0,a3f8
47289,4k3/p7/8/B1p2b1R/2r1p2p/2P2P2/6PK/8 w - - 0 41,-306.0,h5f5
18014,r4k1r/pp2ppbp/1q3np1/1B6/8/P1N2Q1P/1P3PP1/R4R1K b - - 5 15,140.0,h7h5
44284,3r4/1b2rpkn/1p1p2pp/p7/2PPP1PP/P1NBK3/5R2/1R6 w - - 5 37,-322.0,b1b6
75224,2R5/1N6/1k6/8/3K4/8/8/r7 b - - 50 92,1.0,a1d1
77905,5b2/8/8/4k3/8/8/5K2/1B6 b - - 42 101,1.0,e5f4
53334,8/1R6/8/8/3k4/8/2r5/6K1 b - - 16 48,0.0,d4e4
12419,2kr1b1r/pp2pppp/2n2n2/3Q4/6q1/2P1B3/PP3PPP/RN2KB1R b KQ - 5 11,835.0,f6d5
67480,8/1Rb5/6k1/1B3p2/8/2r1pKP1/8/8 b - - 7 71,17.0,e3e2
70471,8/4K3/8/8/3kn3/8/8/1B6 b - - 46 78,0.0,d4e5
69580,8/8/6R1/8/8/1r3k2/8/6K1 b - - 72 76,1.0,b3b4
70248,R7/8/8/5k2/2r5/5K2/8/8 w - - 9 78,0.0,a8f8
21628,5rk1/rb2qp2/np1p1np1/p6p/1pPPNN2/PQ2PP2/1P2B1PP/R3R1K1 w - - 0 18,-266.0,e4f2
43020,r7/1p3p2/1knp4/1B4P1/b3Q3/q1PNR3/3K2P1/8 b - - 1 35,542.0,a3a2
34214,r7/1pk2p2/B1npb3/q7/P5PQ/2P2N2/3K2P1/R7 b - - 6 27,546.0,a8a6
80805,8/8/3K4/1r6/8/8/4k3/8 w - - 4 130,491.0,d6c6
30580,5rk1/2rnqp1p/1pbp2p1/p7/2PPPN2/P2B4/2Q3PP/1R2RK2 b - - 2 24,-45.0,e7h4
37866,8/1pk4p/2p1B3/p5p1/8/1PP2Pb1/P4PKP/8 w - - 3 31,-540.0,f2g3
79757,3K4/k4N2/2R5/5r2/8/8/8/8 b - - 94 114,0.0,a7b7
32488,1r4k1/5pp1/pp2b2p/8/1P4P1/P1R1P2P/3r1PB1/4R1K1 b - - 1 26,-61.0,a6a5
23218,2k4r/1pp2ppp/p2r4/3nb3/B7/2P2P2/PP3PKP/R1B2R2 b - - 4 19,160.0,e5f4
21052,1r2r3/pp3ppk/3q1n1p/3pNb2/N7/P3P1PP/1P3PB1/2RQ1RK1 w - - 1 18,-491.0,e5d3
6361,r1bqk2r/ppp1bppp/2np1n2/1N6/5Q2/2P2N2/PP2PPPP/R1B1KB1R b KQkq - 0 7,84.0,e8g8
38166,b5k1/p2r4/5pN1/2p2p2/5P2/8/PP4P1/3R2K1 w - - 1 31,-626.0,d1d7
24496,rnb1k3/1p3pQ1/3p4/3q4/p5P1/1P3N2/2PK2P1/R4B2 w q - 2 20,-135.0,f1d3
12836,r1bq1rk1/pp3ppp/2n5/3n4/1bB4Q/2N2N2/PP3PPP/R1B2RK1 w - - 3 12,-462.0,c3d5
2542,rnbqkbnr/pp2pppp/8/2p5/3Pp3/2N3P1/PPP2P1P/R1BQKBNR b KQkq - 0 4,125.0,c5d4
78718,3k4/8/4K3/8/7R/8/8/8 b - - 8 106,-590.0,d8c7
43346,8/3R1pk1/4pbp1/8/7p/P4B1P/2r2PP1/4K3 w - - 1 36,28.0,f3d1
30725,4r3/p4k1p/b1p2p2/2Prp1p1/P3P3/5P1P/2P2RP1/BR4K1 w - - 1 25,-519.0,e4d5
79164,2K4r/k7/2RN4/8/8/8/8/8 w - - 83 109,0.0,c8c7
36830,4rrk1/pq4bp/1p4p1/2p5/P2pN1QP/1P1P1P2/2PB2K1/5R2 w - - 1 30,177.0,h4h5
1216,rnbqkbnr/ppp1p1pp/5p2/3p4/5P2/4P3/PPPP2PP/RNBQKBNR w KQkq - 0 3,-42.0,c2c4
19666,1r2r1k1/pp1n1pp1/2nq3p/3p1b2/N7/P3PNPP/1P3PB1/2RQ1RK1 w - - 1 17,-70.0,a4c3
12395,r1bqk2r/ppp2pbp/4p1pn/2P5/4BP2/5N2/PP1P2PP/R1BQK2R b KQkq - 0 11,95.0,h6f5
32174,2r4k/pp3p1p/6p1/2qp4/3R1N1Q/bP2P1P1/P1b2P1P/4R1K1 w - - 12 26,-433.0,h4f6
11188,r1bqk2r/pp3pp1/2n2n2/2bp3p/5B2/2N2NP1/PP2PPBP/R2Q1RK1 w kq - 0 11,-135.0,f3g5
22402,rnb1k3/1pp2pQ1/8/2qpP3/p5PN/1P6/2P1K1P1/R4B2 b q - 1 18,199.0,c8e6
64320,7r/1p4P1/6K1/2k5/3p3R/8/8/8 w - - 3 65,-1346.0,g7h8q
65928,6r1/8/p3R3/7P/7K/pk6/8/8 b - - 21 68,40.0,g8b8
39834,7r/8/p2k4/1p4RP/2p5/4P2B/1n2K3/8 b - - 1 32,209.0,c4c3
51424,8/3N1R1p/4k3/8/1p6/6Pr/8/4K3 w - - 1 46,-45.0,f7g7
38285,5r2/1pk2p2/2np4/1Bqb2P1/P4Q2/2P1RN2/3K2P1/8 w - - 3 31,-168.0,g5g6
32624,b1r3k1/2q2pb1/1n4pp/p1p1p1N1/P5P1/1QP1B3/5P1P/R2R2K1 b - - 0 26,614.0,h6g5
39604,b5r1/3R2bk/1q4p1/p1p1pQB1/P7/2P2PP1/7P/6K1 b - - 3 32,757.0,g6f5
19903,r2q1rk1/p4ppp/5n2/1p6/2Q5/2P5/P4PPP/R1B2RK1 w - - 0 17,-43.0,c4b5
24896,r4k1r/pp2pp1p/5bp1/4R3/2B5/P4Q1P/1q3PP1/3R2K1 b - - 1 20,436.0,b2e5
60767,8/3N4/4k3/1R6/4K3/8/8/1r6 b - - 18 59,32.0,b1b5
80992,7b/8/8/5K2/8/1B6/8/6k1 w - - 119 134,0.0,b3c2
13843,r1bq1rk1/ppp2pbp/4p1pn/8/2PPBP2/5N2/PP1K2PP/R1BQ3R b - - 2 12,171.0,c7c5
13290,r3kb1r/p2b1ppp/5n2/1pp1p3/3nP3/N4PPN/PPP2RBP/R1B3K1 b kq - 2 12,27.0,c5c4
45630,8/8/3k4/p4BpK/2p5/2P1bP2/P4P2/8 w - - 3 39,-704.0,f2e3
55853,3R4/8/2r5/8/8/4k3/8/6K1 w - - 23 52,0.0,d8f8
13183,r1b1k2r/pppp1ppp/2n5/8/2P1B3/8/PP1PP3/RNBQKRq1 w kq - 4 12,-790.0,f1g1
36734,b1r4k/5Qb1/1n4p1/p1pqp1B1/P7/2P2PP1/7P/1R1R2K1 w - - 1 30,-610.0,d1d5
50246,8/2r2pk1/1R4pp/8/P4RPP/4P3/r4PK1/8 b - - 4 44,-127.0,c7a7
37735,r7/1pk2p2/2np4/1Bqb2PQ/P7/2P1RN2/3K2P1/8 b - - 2 30,47.0,d5c4
80115,R7/8/5K2/8/5k2/8/8/r7 b - - 90 118,501.0,a1a8
35582,4r3/p4k2/2p2p1p/r3p1p1/P3P2P/2B2P2/2P1bRPK/3R4 w - - 4 29,-483.0,d1d7
16982,r3k2r/1pp1bppp/p7/3n1b2/2B5/2P2N2/PP3PPP/R1B1K2R w KQkq - 3 15,-479.0,c4d5
63894,8/3k4/4b3/5P2/8/7r/5K2/1R6 b - - 6 64,-13.0,e6d5
22395,rnb1k3/1pp2p1Q/8/2qpP3/p5P1/1P3N2/2P1K1P1/R4B2 b q - 1 18,95.0,a4a3
21195,rr4k1/1b1n1pbp/p3p1p1/q1p3B1/P1Q1P3/2P2NP1/5PBP/R4RK1 w - - 5 18,37.0,g5f4
77240,8/8/8/8/N3RK2/1k4r1/8/8 b - - 98 99,0.0,g3g1
81219,8/8/3K4/6r1/4k3/8/8/8 w - - 20 138,491.0,d6e7
22419,rnb1k3/1pp2pQ1/8/2qpP3/P5P1/5N2/2P1K1P1/R4B2 b q - 0 18,41.0,c8e6
4817,rnbqkb1r/pppp1ppp/5n2/6N1/2P1p3/6P1/PP1PPPBP/RNBQK2R w KQkq - 2 6,-213.0,b1c3
75894,8/8/8/8/4Bb2/5K1k/8/8 w - - 41 95,0.0,e4c2
50911,4r3/7R/2p2k2/7p/P2K4/8/r7/6R1 w - - 4 45,0.0,h7h6
65655,8/2b5/8/pB6/2K5/8/1k6/8 w - - 25 68,0.0,b5c6
58615,8/8/p1k4r/7P/p5K1/8/8/4R3 w - - 1 56,0.0,g4g5
54318,4r3/7R/2p2k2/7p/P5r1/3K4/8/5R2 b - - 13 49,23.0,f6g6
8183,r1bqkb1r/1ppn1p1p/5np1/p1Pp2N1/1P2p3/P3P3/1B1P1PPP/RN1QKB1R b KQkq - 1 8,82.0,f8g7
56126,1r1r1k2/3b1p2/R2p3p/6pP/2PPR1P1/P2B4/3K4/8 w - - 5 52,-339.0,a6d6
19541,r4rk1/1b2qp1p/np1p1np1/p7/1pPPpNP1/PQ2P3/1P1NBP1P/R3R1K1 b - - 0 16,-1.0,h7h6
23696,5rk1/r3qp1p/np1p2p1/p7/1pPPbN2/P1Q1P3/1P2B1PP/R3R1K1 b - - 1 19,554.0,b4c3
63611,8/3k4/8/5P2/8/7r/b4K2/4R3 w - - 5 64,-22.0,e1e3
74802,8/4R3/8/8/k7/6K1/1r6/8 b - - 102 91,0.0,a4b5
62719,2R5/8/8/8/5k2/3r4/8/6K1 b - - 44 62,0.0,f4f3
6433,rnbqk2r/pp2ppbp/5np1/2pP4/2p5/P4NP1/1P2PPBP/RNBQK2R b KQkq - 0 7,160.0,d8d5
29543,r1b5/p3k2p/2p2p2/2Prp1p1/P7/4PP1P/2P2RP1/BR4K1 w - - 2 24,-57.0,g1h2
64025,1K6/1P1k4/8/8/rR5p/8/8/8 b - - 1 64,1244.0,a4b4
